sid,start,end,type,value,lat,lng
m32,2020-4-10 20:03:05,2020-4-10 20:13:05,p2,382.8789196,0.153852,-119.792934
m32,2020-4-10 20:09:55,2020-4-10 20:19:55,p2,207.4863835,0.153852,-119.792934
m33,2020-4-6 15:22:40,2020-4-6 15:32:40,p2,782.6777425,0.153379,-119.891436
m33,2020-4-7 22:43:45,2020-4-7 22:53:45,p2,645.939628,0.097294,-119.808655
m33,2020-4-8 06:02:20,2020-4-8 06:12:20,p2,736.8000966,0.097294,-119.808655
m33,2020-4-8 11:09:55,2020-4-8 11:19:55,p2,882.2843991,0.153313,-119.891496
m33,2020-4-8 12:17:20,2020-4-8 12:27:20,p2,713.4399163,0.153313,-119.891496
m33,2020-4-8 20:17:40,2020-4-8 20:27:40,p2,393.8924465,0.097276,-119.808644
m33,2020-4-8 21:24:25,2020-4-8 21:34:25,p2,737.2739864,0.097276,-119.808644
m33,2020-4-8 23:23:45,2020-4-8 23:33:45,p2,724.8699134,0.097276,-119.808644
m33,2020-4-9 00:19:10,2020-4-9 00:29:10,p2,695.1487988,0.097276,-119.808644
m33,2020-4-9 02:20:35,2020-4-9 02:30:35,p2,1120.166954,0.097276,-119.808644
m33,2020-4-9 03:16:10,2020-4-9 03:26:10,p2,690.1294379,0.097276,-119.808644
m33,2020-4-9 05:36:15,2020-4-9 05:46:15,p2,424.8208464,0.097276,-119.808644
m33,2020-4-9 06:46:40,2020-4-9 06:56:40,p2,477.892421,0.097276,-119.808644
m33,2020-4-9 08:10:40,2020-4-9 08:20:40,p2,671.3996677,0.097276,-119.808644
m33,2020-4-9 15:03:30,2020-4-9 15:13:30,p2,855.3153437,0.153406,-119.891659
m33,2020-4-9 15:22:25,2020-4-9 15:32:25,p2,620.7590006,0.153406,-119.891659
m33,2020-4-9 16:39:10,2020-4-9 16:49:10,p2,502.2399587,0.153406,-119.891659
m33,2020-4-9 22:16:15,2020-4-9 22:26:15,p2,581.74169,0.097272,-119.80864
m33,2020-4-9 23:59:40,2020-4-10 00:09:40,p2,472.1960313,0.097272,-119.80864
m33,2020-4-10 03:15:30,2020-4-10 03:25:30,p2,357.0469507,0.097272,-119.80864
m33,2020-4-10 05:45:30,2020-4-10 05:55:30,p2,357.1745944,0.097272,-119.80864
m33,2020-4-10 06:54:35,2020-4-10 07:04:35,p2,619.3733279,0.097272,-119.80864
m33,2020-4-10 07:27:15,2020-4-10 07:37:15,p2,842.2500292,0.097272,-119.80864
m33,2020-4-10 09:00:55,2020-4-10 09:10:55,p2,667.0269918,0.153287,-119.891493
m33,2020-4-10 10:34:30,2020-4-10 10:44:30,p2,502.0417111,0.153287,-119.891493
m33,2020-4-10 10:41:40,2020-4-10 10:51:40,p2,244.6865124,0.153287,-119.891493
m33,2020-4-10 11:10:35,2020-4-10 11:20:35,p2,480.2277314,0.153287,-119.891493
m33,2020-4-10 11:48:25,2020-4-10 11:58:25,p2,720.0962378,0.153287,-119.891493
m33,2020-4-10 12:20:35,2020-4-10 12:30:35,p2,635.170729,0.153287,-119.891493
m33,2020-4-10 12:36:30,2020-4-10 12:46:30,p2,536.0867691,0.153287,-119.891493
m33,2020-4-10 13:23:35,2020-4-10 13:33:35,p2,628.1125667,0.153287,-119.891493
m33,2020-4-10 13:37:40,2020-4-10 13:47:40,p2,453.2558001,0.153287,-119.891493
m33,2020-4-10 14:55:50,2020-4-10 15:05:50,p2,733.5436227,0.153287,-119.891493
m33,2020-4-10 15:05:50,2020-4-10 15:15:50,p2,634.8382852,0.153287,-119.891493
m33,2020-4-10 16:52:05,2020-4-10 17:02:05,p2,454.7129323,0.12302,-119.844694
m33,2020-4-10 20:34:35,2020-4-10 20:44:35,p2,544.915645,0.097275,-119.808644
m33,2020-4-10 22:04:55,2020-4-10 22:14:55,p2,477.6471946,0.097275,-119.808644
m34,2020-4-6 02:49:25,2020-4-6 02:59:25,p2,967.2659297,0.08323,-119.80541
m34,2020-4-6 06:57:20,2020-4-6 07:07:20,p2,483.9753473,0.08323,-119.80541
m34,2020-4-6 20:01:00,2020-4-6 20:11:00,p2,597.7293999,0.08327,-119.805531
m34,2020-4-7 14:52:10,2020-4-7 15:02:10,p2,393.7858308,0.135577,-119.836388
m34,2020-4-7 18:53:15,2020-4-7 19:03:15,p2,215,0.10691,-119.813786
m35,2020-4-6 20:58:50,2020-4-6 21:08:50,p2,367.4609976,0.083348,-119.788644
m35,2020-4-7 05:15:25,2020-4-7 05:25:25,p2,611.9646606,0.083348,-119.788644
m35,2020-4-7 06:02:35,2020-4-7 06:12:35,p2,880.8710082,0.083348,-119.788644
m35,2020-4-7 08:53:30,2020-4-7 09:03:30,p2,927.3001692,0.112133,-119.890048
m35,2020-4-7 09:37:15,2020-4-7 09:47:15,p2,1152.262024,0.112133,-119.890048
m36,2020-4-7 00:01:25,2020-4-7 00:11:25,p2,802.4839078,0.15283,-119.851638
m36,2020-4-7 01:30:20,2020-4-7 01:40:20,p2,626.0717325,0.15283,-119.851638
m36,2020-4-8 07:06:20,2020-4-8 07:16:20,p2,1155.690043,0.15283,-119.85162
m36,2020-4-8 14:10:30,2020-4-8 14:20:30,p2,918.9355849,0.119227,-119.911127
m36,2020-4-8 15:00:40,2020-4-8 15:10:40,p2,885.0928918,0.119227,-119.911127
m36,2020-4-8 19:43:40,2020-4-8 19:53:40,p2,716.5191001,0.152776,-119.851389
m36,2020-4-8 23:44:50,2020-4-8 23:54:50,p2,700.5166423,0.152776,-119.851389
m36,2020-4-9 08:02:15,2020-4-9 08:12:15,p2,279.0504594,0.238237,-119.806046
m36,2020-4-9 19:36:15,2020-4-9 19:46:15,p2,544.1086182,0.237908,-119.805994
m36,2020-4-9 19:36:20,2020-4-9 19:46:20,p2,261.3704467,0.237624,-119.805991
m36,2020-4-9 20:20:50,2020-4-9 20:30:50,p2,400.7582594,0.168604,-119.832426
m36,2020-4-9 21:51:05,2020-4-9 22:01:05,p2,622.8256876,0.152784,-119.851403
m36,2020-4-9 21:54:25,2020-4-9 22:04:25,p2,634.1679496,0.152784,-119.851403
m36,2020-4-10 00:06:45,2020-4-10 00:16:45,p2,435.3443044,0.152784,-119.851403
m36,2020-4-10 00:35:55,2020-4-10 00:45:55,p2,698.900513,0.152784,-119.851403
m36,2020-4-10 02:25:15,2020-4-10 02:35:15,p2,686.0474194,0.152784,-119.851403
m36,2020-4-10 05:16:55,2020-4-10 05:26:55,p2,844.2433046,0.152784,-119.851403
m36,2020-4-10 05:44:45,2020-4-10 05:54:45,p2,585.7005169,0.152784,-119.851403
m36,2020-4-10 08:11:40,2020-4-10 08:21:40,p2,237.8809891,0.238049,-119.806109
m36,2020-4-10 08:11:45,2020-4-10 08:21:45,p2,365.9203054,0.238259,-119.806034
m37,2020-4-6 09:44:20,2020-4-6 09:54:20,p2,582.5238806,0.121879,-119.821625
m37,2020-4-6 16:30:05,2020-4-6 16:40:05,p2,699.870042,0.13543,-119.870568
m37,2020-4-7 16:49:10,2020-4-7 16:59:10,p2,379.6333872,0.13543,-119.860946
m37,2020-4-7 23:44:55,2020-4-7 23:54:55,p2,409.4518408,0.153371,-119.896643
m37,2020-4-8 03:01:35,2020-4-8 03:11:35,p2,422.6281229,0.153371,-119.896643
m37,2020-4-8 03:21:15,2020-4-8 03:31:15,p2,767.0766895,0.153371,-119.896643
m37,2020-4-8 06:24:25,2020-4-8 06:34:25,p2,748.6352898,0.153371,-119.896643
m37,2020-4-8 08:51:20,2020-4-8 09:01:20,p2,776.3826481,0.12191,-119.821606
m37,2020-4-8 13:40:30,2020-4-8 13:50:30,p2,350.6131443,0.12191,-119.821606
m37,2020-4-8 14:23:25,2020-4-8 14:33:25,p2,806.3350414,0.12191,-119.821606
m37,2020-4-8 19:28:45,2020-4-8 19:38:45,p2,726.0623598,0.15341,-119.896885
m37,2020-4-8 23:14:10,2020-4-8 23:24:10,p2,1073.208617,0.15341,-119.896885
m37,2020-4-9 00:10:30,2020-4-9 00:20:30,p2,856.322164,0.15341,-119.896885
m37,2020-4-9 03:25:00,2020-4-9 03:35:00,p2,984.2041116,0.15341,-119.896885
m37,2020-4-9 07:07:40,2020-4-9 07:17:40,p2,741.5550294,0.15341,-119.896885
m37,2020-4-9 08:13:45,2020-4-9 08:23:45,p2,613.6889453,0.15341,-119.896885
m37,2020-4-9 14:59:40,2020-4-9 15:09:40,p2,712.6825903,0.121684,-119.821618
m37,2020-4-9 15:10:20,2020-4-9 15:20:20,p2,979.2265889,0.121684,-119.821618
m37,2020-4-9 15:59:40,2020-4-9 16:09:40,p2,1007.744978,0.121684,-119.821618
m37,2020-4-9 17:21:20,2020-4-9 17:31:20,p2,428.9793691,0.153366,-119.896619
m37,2020-4-9 19:10:30,2020-4-9 19:20:30,p2,414.6417238,0.15341,-119.896855
m37,2020-4-9 20:52:10,2020-4-9 21:02:10,p2,437.3649545,0.15341,-119.896855
m37,2020-4-9 22:05:15,2020-4-9 22:15:15,p2,413.2704256,0.15341,-119.896855
m37,2020-4-9 23:58:25,2020-4-10 00:08:25,p2,370.5477839,0.15341,-119.896855
m37,2020-4-10 08:56:40,2020-4-10 09:06:40,p2,315.3725765,0.121837,-119.821531
m37,2020-4-10 10:00:00,2020-4-10 10:10:00,p2,284.3679409,0.121837,-119.821531
m37,2020-4-10 14:03:55,2020-4-10 14:13:55,p2,416.8738387,0.121837,-119.821531
m37,2020-4-10 18:16:40,2020-4-10 18:26:40,p2,560.1342823,0.171039,-119.90503
m37,2020-4-10 21:07:00,2020-4-10 21:17:00,p2,667.8862806,0.15341,-119.896902
m37,2020-4-10 22:14:35,2020-4-10 22:24:35,p2,318.803299,0.15341,-119.896902
m38,2020-4-6 09:05:25,2020-4-6 09:15:25,p2,510.5344479,0.16843,-119.966508
m38,2020-4-7 03:34:25,2020-4-7 03:44:25,p2,777.188456,0.160328,-119.890491
m38,2020-4-8 05:16:30,2020-4-8 05:26:30,p2,798.2323499,0.160323,-119.890501
m38,2020-4-8 06:45:05,2020-4-8 06:55:05,p2,1140.177847,0.159047,-119.92866
m38,2020-4-8 09:02:15,2020-4-8 09:12:15,p2,1166.33567,0.168369,-119.966614
m38,2020-4-8 13:47:55,2020-4-8 13:57:55,p2,1268.435686,0.168369,-119.966614
m38,2020-4-8 15:10:25,2020-4-8 15:20:25,p2,749.7242218,0.168369,-119.966614
m38,2020-4-8 17:20:45,2020-4-8 17:30:45,p2,283.0315504,0.160317,-119.890517
m38,2020-4-8 17:20:50,2020-4-8 17:30:50,p2,599.5235589,0.160317,-119.890517
m38,2020-4-8 17:46:45,2020-4-8 17:56:45,p2,805.8332523,0.160317,-119.890517
m38,2020-4-9 01:58:20,2020-4-9 02:08:20,p2,1041.307279,0.160317,-119.890517
m38,2020-4-9 12:26:50,2020-4-9 12:36:50,p2,1200.577752,0.168346,-119.9666
m38,2020-4-9 13:10:10,2020-4-9 13:20:10,p2,709.5305074,0.168346,-119.9666
m38,2020-4-9 14:00:50,2020-4-9 14:10:50,p2,927.7966229,0.168346,-119.9666
m38,2020-4-9 14:24:10,2020-4-9 14:34:10,p2,1247.580757,0.168346,-119.9666
m38,2020-4-9 22:18:15,2020-4-9 22:28:15,p2,399.7242833,0.160332,-119.890481
m38,2020-4-9 22:40:30,2020-4-9 22:50:30,p2,761.9921405,0.160332,-119.890481
m38,2020-4-10 00:26:30,2020-4-10 00:36:30,p2,588.4614398,0.160332,-119.890481
m38,2020-4-10 02:10:15,2020-4-10 02:20:15,p2,436.5052651,0.160332,-119.890481
m38,2020-4-10 04:53:40,2020-4-10 05:03:40,p2,621.07741,0.160332,-119.890481
m38,2020-4-10 04:54:40,2020-4-10 05:04:40,p2,394.1593227,0.160332,-119.890481
m38,2020-4-10 06:39:15,2020-4-10 06:49:15,p2,716.329162,0.160332,-119.890481
m38,2020-4-10 06:43:35,2020-4-10 06:53:35,p2,680.9591137,0.160332,-119.890481
m38,2020-4-10 08:23:35,2020-4-10 08:33:35,p2,473.698315,0.168367,-119.966605
m38,2020-4-10 10:01:15,2020-4-10 10:11:15,p2,656.5370425,0.168367,-119.966605
m38,2020-4-10 10:16:50,2020-4-10 10:26:50,p2,442.7413628,0.168367,-119.966605
m38,2020-4-10 12:02:10,2020-4-10 12:12:10,p2,534.1661508,0.168367,-119.966605
m38,2020-4-10 12:42:25,2020-4-10 12:52:25,p2,634.4471696,0.168367,-119.966605
m38,2020-4-10 13:49:55,2020-4-10 13:59:55,p2,367.1765393,0.168367,-119.966605
m38,2020-4-10 14:53:35,2020-4-10 15:03:35,p2,553.2621562,0.168367,-119.966605
m38,2020-4-10 15:02:00,2020-4-10 15:12:00,p2,598.1836937,0.168367,-119.966605
m38,2020-4-10 15:48:55,2020-4-10 15:58:55,p2,859.9260293,0.168367,-119.966605
m38,2020-4-10 17:21:20,2020-4-10 17:31:20,p2,457.2298882,0.160229,-119.890437
m38,2020-4-10 19:30:00,2020-4-10 19:40:00,p2,718.838883,0.160229,-119.890437
m38,2020-4-10 19:48:05,2020-4-10 19:58:05,p2,663.7845898,0.160229,-119.890437
m38,2020-4-10 20:29:10,2020-4-10 20:39:10,p2,489.2464956,0.160229,-119.890437
m38,2020-4-10 20:52:10,2020-4-10 21:02:10,p2,640.4559497,0.160229,-119.890437
m38,2020-4-10 21:14:50,2020-4-10 21:24:50,p2,444.5110576,0.160229,-119.890437
m39,2020-4-6 16:33:55,2020-4-6 16:43:55,p2,508.9870169,0.125653,-119.879906
m39,2020-4-7 05:18:05,2020-4-7 05:28:05,p2,541.4735041,0.125653,-119.879906
m39,2020-4-7 09:49:25,2020-4-7 09:59:25,p2,706.4743475,0.125653,-119.879906
m39,2020-4-7 19:56:35,2020-4-7 20:06:35,p2,719.6081138,0.125602,-119.879844
m39,2020-4-8 05:56:05,2020-4-8 06:06:05,p2,458.4935919,0.125602,-119.879844
m39,2020-4-8 08:47:25,2020-4-8 08:57:25,p2,927.6700537,0.125602,-119.879844
m39,2020-4-8 09:55:45,2020-4-8 10:05:45,p2,777.796185,0.125602,-119.879844
m39,2020-4-8 10:06:40,2020-4-8 10:16:40,p2,341.5296103,0.125602,-119.879844
m39,2020-4-8 10:28:05,2020-4-8 10:38:05,p2,525.3807374,0.125602,-119.879844
m39,2020-4-8 18:41:20,2020-4-8 18:51:20,p2,927.5423159,0.138804,-119.89009
m39,2020-4-8 18:55:55,2020-4-8 19:05:55,p2,556.2934657,0.138804,-119.89009
m39,2020-4-8 23:27:25,2020-4-8 23:37:25,p2,562.9705188,0.125615,-119.880067
m39,2020-4-9 00:49:15,2020-4-9 00:59:15,p2,646.6557361,0.125615,-119.880067
m39,2020-4-9 05:12:25,2020-4-9 05:22:25,p2,612.5555248,0.125615,-119.880067
m39,2020-4-9 07:34:40,2020-4-9 07:44:40,p2,355.1007745,0.154736,-119.837945
m39,2020-4-9 11:06:10,2020-4-9 11:16:10,p2,1077.970824,0.154736,-119.837945
m39,2020-4-9 14:55:00,2020-4-9 15:05:00,p2,1170.185637,0.154736,-119.837945
m39,2020-4-9 16:10:20,2020-4-9 16:20:20,p2,462.6359737,0.154736,-119.837945
m39,2020-4-9 16:35:45,2020-4-9 16:45:45,p2,856.7753826,0.150046,-119.848906
m39,2020-4-9 23:07:25,2020-4-9 23:17:25,p2,665.3444202,0.1257,-119.879893
m39,2020-4-9 23:08:20,2020-4-9 23:18:20,p2,509.3643584,0.1257,-119.879893
m39,2020-4-9 23:37:20,2020-4-9 23:47:20,p2,578.5260216,0.1257,-119.879893
m39,2020-4-10 00:23:20,2020-4-10 00:33:20,p2,903.598751,0.1257,-119.879893
m39,2020-4-10 03:37:25,2020-4-10 03:47:25,p2,580.3859984,0.1257,-119.879893
m39,2020-4-10 06:16:20,2020-4-10 06:26:20,p2,1000.142996,0.1257,-119.879893
m39,2020-4-10 08:44:55,2020-4-10 08:54:55,p2,305.1171276,0.154715,-119.837957
m39,2020-4-10 09:54:30,2020-4-10 10:04:30,p2,353.1395468,0.154715,-119.837957
m39,2020-4-10 13:00:00,2020-4-10 13:10:00,p2,411.5336666,0.154715,-119.837957
m39,2020-4-10 13:06:15,2020-4-10 13:16:15,p2,825.8770014,0.154715,-119.837957
m39,2020-4-10 14:19:10,2020-4-10 14:29:10,p2,517.5936103,0.154715,-119.837957
m39,2020-4-10 16:13:10,2020-4-10 16:23:10,p2,627.9069466,0.154715,-119.837957
m39,2020-4-10 16:41:55,2020-4-10 16:51:55,p2,328.7010212,0.154715,-119.837957
m39,2020-4-10 19:23:15,2020-4-10 19:33:15,p2,482.7194111,0.125619,-119.879809
m40,2020-4-7 15:31:50,2020-4-7 15:41:50,p2,708.07986,0.153028,-119.868954
m40,2020-4-8 00:57:05,2020-4-8 01:07:05,p2,356.5526672,0.11671,-119.890614
m40,2020-4-8 09:16:55,2020-4-8 09:26:55,p2,266.8215231,0.11671,-119.890614
m40,2020-4-8 15:51:05,2020-4-8 16:01:05,p2,715.6097842,0.153248,-119.868855
m40,2020-4-8 19:55:45,2020-4-8 20:05:45,p2,1146.654599,0.116632,-119.89053
m40,2020-4-9 00:01:50,2020-4-9 00:11:50,p2,674.4947035,0.116632,-119.89053
m40,2020-4-9 01:17:25,2020-4-9 01:27:25,p2,1056.909069,0.116632,-119.89053
m40,2020-4-9 02:28:50,2020-4-9 02:38:50,p2,826.8090935,0.116632,-119.89053
m40,2020-4-9 05:36:10,2020-4-9 05:46:10,p2,350.8587343,0.116632,-119.89053
m40,2020-4-9 05:52:30,2020-4-9 06:02:30,p2,950.5177652,0.116632,-119.89053
m40,2020-4-9 07:10:25,2020-4-9 07:20:25,p2,489.8810409,0.116632,-119.89053
m40,2020-4-9 09:13:00,2020-4-9 09:23:00,p2,619.9776893,0.116632,-119.89053
m40,2020-4-9 09:52:35,2020-4-9 10:02:35,p2,1015.291711,0.116632,-119.89053
m40,2020-4-9 14:41:40,2020-4-9 14:51:40,p2,802.8969197,0.153156,-119.869053
m40,2020-4-9 18:38:40,2020-4-9 18:48:40,p2,645.8190706,0.116627,-119.890554
m40,2020-4-9 19:06:15,2020-4-9 19:16:15,p2,244.8704167,0.116627,-119.890554
m40,2020-4-9 19:34:50,2020-4-9 19:44:50,p2,547.5181317,0.116627,-119.890554
m40,2020-4-9 20:21:25,2020-4-9 20:31:25,p2,514.0336854,0.116627,-119.890554
m40,2020-4-9 20:59:45,2020-4-9 21:09:45,p2,488.2454842,0.116627,-119.890554
m40,2020-4-9 21:14:45,2020-4-9 21:24:45,p2,449.4362067,0.116627,-119.890554
m40,2020-4-9 22:57:55,2020-4-9 23:07:55,p2,650.454039,0.116627,-119.890554
m40,2020-4-9 23:41:35,2020-4-9 23:51:35,p2,683.7227075,0.116627,-119.890554
m40,2020-4-10 04:19:35,2020-4-10 04:29:35,p2,715.8983052,0.116627,-119.890554
m40,2020-4-10 09:39:55,2020-4-10 09:49:55,p2,497.2145056,0.116627,-119.890554
m40,2020-4-10 13:56:35,2020-4-10 14:06:35,p2,454.8537571,0.15311,-119.868803
m40,2020-4-10 18:20:55,2020-4-10 18:30:55,p2,483.1956219,0.116608,-119.890584
m40,2020-4-10 18:43:00,2020-4-10 18:53:00,p2,778.3307646,0.116608,-119.890584
m40,2020-4-10 20:48:45,2020-4-10 20:58:45,p2,510.698817,0.116608,-119.890584
m40,2020-4-10 21:31:55,2020-4-10 21:41:55,p2,693.4490879,0.116608,-119.890584
m41,2020-4-8 10:04:40,2020-4-8 10:14:40,p2,876.1993589,0.121768,-119.821177
m41,2020-4-8 11:26:40,2020-4-8 11:36:40,p2,1058.94963,0.121768,-119.821177
m41,2020-4-8 12:20:30,2020-4-8 12:30:30,p2,1241.699901,0.121768,-119.821177
m41,2020-4-8 15:05:25,2020-4-8 15:15:25,p2,1424.450172,0.121768,-119.821177
m41,2020-4-8 18:00:10,2020-4-8 18:10:10,p2,1607.200443,0.129592,-119.910848
m41,2020-4-8 18:02:25,2020-4-8 18:12:25,p2,1789.950714,0.129592,-119.910848
m41,2020-4-8 19:04:20,2020-4-8 19:14:20,p2,1972.700985,0.129592,-119.910848
m41,2020-4-8 21:17:50,2020-4-8 21:27:50,p2,2155.451256,0.121856,-119.88355
m41,2020-4-9 02:07:05,2020-4-9 02:17:05,p2,2338.201526,0.121856,-119.88355
m41,2020-4-9 02:33:50,2020-4-9 02:43:50,p2,2520.951797,0.121856,-119.88355
m41,2020-4-9 04:01:50,2020-4-9 04:11:50,p2,2703.702068,0.121856,-119.88355
m41,2020-4-9 06:54:20,2020-4-9 07:04:20,p2,2886.452339,0.121856,-119.88355
m41,2020-4-9 08:54:00,2020-4-9 09:04:00,p2,3069.20261,0.121856,-119.88355
m41,2020-4-9 10:16:25,2020-4-9 10:26:25,p2,3251.952881,0.121856,-119.88355
m41,2020-4-9 17:03:40,2020-4-9 17:13:40,p2,3434.703152,0.11223,-119.85375
m41,2020-4-9 18:54:00,2020-4-9 19:04:00,p2,3617.453423,0.121743,-119.883287
m41,2020-4-9 19:42:55,2020-4-9 19:52:55,p2,3800.203694,0.121743,-119.883287
m41,2020-4-9 21:34:15,2020-4-9 21:44:15,p2,3982.953965,0.121743,-119.883287
m41,2020-4-9 21:38:10,2020-4-9 21:48:10,p2,4165.704236,0.121743,-119.883287
m41,2020-4-9 22:36:15,2020-4-9 22:46:15,p2,4348.454507,0.121743,-119.883287
m41,2020-4-9 23:22:55,2020-4-9 23:32:55,p2,4531.204778,0.121743,-119.883287
m41,2020-4-10 00:50:00,2020-4-10 01:00:00,p2,4713.955049,0.121743,-119.883287
m41,2020-4-10 01:01:05,2020-4-10 01:11:05,p2,4896.70532,0.121743,-119.883287
m41,2020-4-10 02:08:40,2020-4-10 02:18:40,p2,5079.455591,0.121743,-119.883287
m41,2020-4-10 03:22:05,2020-4-10 03:32:05,p2,5262.205862,0.121743,-119.883287
m41,2020-4-10 03:38:35,2020-4-10 03:48:35,p2,5444.956133,0.121743,-119.883287
m41,2020-4-10 04:47:20,2020-4-10 04:57:20,p2,5627.706404,0.121743,-119.883287
m41,2020-4-10 05:08:05,2020-4-10 05:18:05,p2,5810.456675,0.121743,-119.883287
m41,2020-4-10 06:40:35,2020-4-10 06:50:35,p2,5993.206945,0.121743,-119.883287
m41,2020-4-10 06:52:35,2020-4-10 07:02:35,p2,6175.957216,0.121743,-119.883287
m41,2020-4-10 06:56:10,2020-4-10 07:06:10,p2,6358.707487,0.121743,-119.883287
m41,2020-4-10 07:42:55,2020-4-10 07:52:55,p2,6541.457758,0.121743,-119.883287
m41,2020-4-10 09:28:35,2020-4-10 09:38:35,p2,6724.208029,0.12176,-119.821182
m41,2020-4-10 11:28:10,2020-4-10 11:38:10,p2,6906.9583,0.12176,-119.821182
m41,2020-4-10 12:44:30,2020-4-10 12:54:30,p2,7089.708571,0.12176,-119.821182
m41,2020-4-10 13:46:50,2020-4-10 13:56:50,p2,7272.458842,0.12176,-119.821182
m41,2020-4-10 16:32:20,2020-4-10 16:42:20,p2,7455.209113,0.1218,-119.837764
m41,2020-4-10 17:41:40,2020-4-10 17:51:40,p2,7637.959384,0.12167,-119.883377
m41,2020-4-10 18:05:40,2020-4-10 18:15:40,p2,7820.709655,0.12167,-119.883377
m41,2020-4-10 21:35:25,2020-4-10 21:45:25,p2,8003.459926,0.121761,-119.883546
m41,2020-4-10 22:45:10,2020-4-10 22:55:10,p2,8186.210197,0.121761,-119.883546
m42,2020-4-6 04:26:45,2020-4-6 04:36:45,p2,1009.287434,0.1218,-119.81846
m42,2020-4-6 04:58:50,2020-4-6 05:08:50,p2,767.6280318,0.1218,-119.81846
m42,2020-4-6 16:05:55,2020-4-6 16:15:55,p2,965.8889491,0.104723,-119.874602
m42,2020-4-7 15:45:10,2020-4-7 15:55:10,p2,507.4059567,0.104795,-119.874713
m42,2020-4-8 05:50:10,2020-4-8 06:00:10,p2,628.1171045,0.121768,-119.818584
m42,2020-4-8 10:17:45,2020-4-8 10:27:45,p2,708.7470381,0.104795,-119.874677
m42,2020-4-8 20:54:15,2020-4-8 21:04:15,p2,613.4914963,0.121685,-119.8185
m42,2020-4-8 21:30:40,2020-4-8 21:40:40,p2,1115.300251,0.121685,-119.8185
m42,2020-4-9 10:24:50,2020-4-9 10:34:50,p2,390.1475584,0.13543,-119.854788
m42,2020-4-9 16:11:30,2020-4-9 16:21:30,p2,581.7619461,0.121938,-119.818528
m42,2020-4-9 16:48:15,2020-4-9 16:58:15,p2,469.6452923,0.121938,-119.818528
m42,2020-4-9 17:09:40,2020-4-9 17:19:40,p2,759.8726556,0.121938,-119.818528
m42,2020-4-9 18:41:30,2020-4-9 18:51:30,p2,797.734404,0.121938,-119.818528
m42,2020-4-9 19:12:25,2020-4-9 19:22:25,p2,547.3516947,0.121938,-119.818528
m42,2020-4-9 19:35:50,2020-4-9 19:45:50,p2,741.6388395,0.121938,-119.818528
m42,2020-4-9 19:47:25,2020-4-9 19:57:25,p2,777.2308552,0.121938,-119.818528
m42,2020-4-9 21:01:25,2020-4-9 21:11:25,p2,260.3149187,0.121938,-119.818528
m42,2020-4-10 00:54:00,2020-4-10 01:04:00,p2,663.2640549,0.121938,-119.818528
m42,2020-4-10 02:26:45,2020-4-10 02:36:45,p2,738.3761508,0.121938,-119.818528
m42,2020-4-10 03:20:45,2020-4-10 03:30:45,p2,504.1791886,0.121938,-119.818528
m42,2020-4-10 04:28:30,2020-4-10 04:38:30,p2,524.3502455,0.121938,-119.818528
m42,2020-4-10 05:46:35,2020-4-10 05:56:35,p2,533.6142429,0.121938,-119.818528
m42,2020-4-10 07:02:40,2020-4-10 07:12:40,p2,716.7392328,0.121938,-119.818528
m42,2020-4-10 07:09:25,2020-4-10 07:19:25,p2,220.2633642,0.121938,-119.818528
m42,2020-4-10 07:11:05,2020-4-10 07:21:05,p2,833.1230169,0.121938,-119.818528
m42,2020-4-10 07:38:55,2020-4-10 07:48:55,p2,492.7322448,0.121938,-119.818528
m42,2020-4-10 07:59:35,2020-4-10 08:09:35,p2,446.551277,0.121938,-119.818528
m42,2020-4-10 10:05:35,2020-4-10 10:15:35,p2,727.7793923,0.121938,-119.818528
m42,2020-4-10 12:50:05,2020-4-10 13:00:05,p2,662.6865894,0.121926,-119.818514
m42,2020-4-10 16:11:25,2020-4-10 16:21:25,p2,700.4940777,0.121926,-119.818514
m42,2020-4-10 18:14:05,2020-4-10 18:24:05,p2,380.6583758,0.121926,-119.818514
m42,2020-4-10 21:34:25,2020-4-10 21:44:25,p2,450.5973155,0.121926,-119.818514
m42,2020-4-10 22:24:00,2020-4-10 22:34:00,p2,425.2562991,0.121926,-119.818514
m42,2020-4-10 22:49:15,2020-4-10 22:59:15,p2,790.757883,0.121926,-119.818514
m43,2020-4-6 10:37:50,2020-4-6 10:47:50,p2,884.8006582,0.148297,-119.843157
m43,2020-4-7 01:44:25,2020-4-7 01:54:25,p2,873.7590829,0.125485,-119.860773
m43,2020-4-7 01:53:25,2020-4-7 02:03:25,p2,645.1090258,0.125485,-119.860773
m43,2020-4-7 04:35:05,2020-4-7 04:45:05,p2,370.9937551,0.125485,-119.860773
m43,2020-4-7 16:56:00,2020-4-7 17:06:00,p2,903.680499,0.115853,-119.87704
m43,2020-4-8 07:25:30,2020-4-8 07:35:30,p2,924.0535395,0.125534,-119.860912
m43,2020-4-8 08:57:30,2020-4-8 09:07:30,p2,791.351798,0.14831,-119.843157
m43,2020-4-8 11:39:05,2020-4-8 11:49:05,p2,1329.324387,0.14831,-119.843157
m43,2020-4-8 16:12:25,2020-4-8 16:22:25,p2,383.9572418,0.14831,-119.843157
m43,2020-4-8 18:57:05,2020-4-8 19:07:05,p2,772.513595,0.125613,-119.860655
m43,2020-4-8 22:41:25,2020-4-8 22:51:25,p2,1110.908974,0.125613,-119.860655
